repeat,fold,term_name,coefficient,constraint,alpha
1,1,app_foreground_event_count,0.18125650953291597,>= 0,204.33597178569437
1,1,app_use_diversity,0.20331385904631852,>= 0,204.33597178569437
1,1,unique_foreground_apps,0.14373710701775538,>= 0,204.33597178569437
1,1,gsm_cell_transition_count,9.134748303905525e-27,>= 0,204.33597178569437
1,1,unique_gsm_cell_count,6.944793598372055e-23,>= 0,204.33597178569437
1,1,unique_gsm_lac_count,4.2397806470154346e-27,>= 0,204.33597178569437
1,1,gsm_neighbor_cell_transition_count,-0.0683222369940316,<= 0,204.33597178569437
1,1,unique_gsm_neighbor_cell_count,-0.5738822498306932,<= 0,204.33597178569437
1,1,unique_gsm_neighbor_lac_count,5.2580329079458536e-27,>= 0,204.33597178569437
1,1,keyboard_deletion_event_count,-2.3422356439442445e-24,<= 0,204.33597178569437
1,1,keyboard_inter_event_interval_iqr_ms,-1.4777211403195333e-18,<= 0,204.33597178569437
1,1,keyboard_long_pause_count_2s,-1.8278084069865864e-23,<= 0,204.33597178569437
1,1,keyboard_median_inter_event_interval_ms,-1.4298002857826325e-15,<= 0,204.33597178569437
1,1,keyboard_median_word_completion_time_ms,-0.31506122607413456,<= 0,204.33597178569437
1,1,keyboard_typing_burst_count,-6.659595840164935e-24,<= 0,204.33597178569437
1,1,message_distinct_event_count,-0.03838842242691034,<= 0,204.33597178569437
1,1,activity_active_hour_count,5.196989285318807e-25,>= 0,204.33597178569437
1,1,activity_state_diversity,1.5886728698434352e-14,>= 0,204.33597178569437
1,1,activity_still_fraction,-0.004820760587825272,<= 0,204.33597178569437
1,1,activity_transition_count,5.5525592487282124e-24,>= 0,204.33597178569437
1,1,activity_unknown_fraction,0.09563138835463286,>= 0,204.33597178569437
1,1,median_unlocked_session_duration_seconds,-0.02125110454022411,<= 0,204.33597178569437
1,1,screen_active_hour_count,-3.690398111326774e-13,<= 0,204.33597178569437
1,1,screen_event_count,0.1513595601385495,>= 0,204.33597178569437
1,1,screen_off_event_count,0.11134316650127032,>= 0,204.33597178569437
1,1,screen_on_event_count,0.17587803451398096,>= 0,204.33597178569437
1,1,screen_transition_count,-0.05027727416986279,<= 0,204.33597178569437
1,1,screen_unlock_event_count,0.30357054694555774,>= 0,204.33597178569437
1,1,telephony_event_count,0.08018937312586395,>= 0,204.33597178569437
1,1,telephony_mobile_data_enabled_fraction,-0.5729432734822463,<= 0,204.33597178569437
1,1,telephony_network_type_diversity,0.16026424526377595,>= 0,204.33597178569437
1,1,touch_active_hour_count,-2.4674177139431108e-23,<= 0,204.33597178569437
1,1,touch_app_diversity,6.144542731495097e-28,>= 0,204.33597178569437
1,1,touch_click_event_count,-1.8930321897607408e-24,<= 0,204.33597178569437
1,1,touch_distinct_event_count,-8.638607942123142e-24,<= 0,204.33597178569437
1,1,touch_scroll_direction_change_count,-2.268668107571182e-23,<= 0,204.33597178569437
1,1,touch_scroll_event_count,-3.056780960647676e-23,<= 0,204.33597178569437
1,1,touch_scroll_index_change_median,-1.2117728470248856e-42,<= 0,204.33597178569437
1,1,touch_unique_app_count,0.003941354561241026,>= 0,204.33597178569437
1,1,missing__app_foreground_event_count,-0.06647465772682225,unconstrained,204.33597178569437
1,1,missing__app_use_diversity,-0.06647465772682207,unconstrained,204.33597178569437
1,1,missing__unique_foreground_apps,-0.06647465772682218,unconstrained,204.33597178569437
1,1,missing__gsm_cell_transition_count,0.11409444279568051,unconstrained,204.33597178569437
1,1,missing__unique_gsm_cell_count,0.11409444279568053,unconstrained,204.33597178569437
1,1,missing__unique_gsm_lac_count,0.11409444279568046,unconstrained,204.33597178569437
1,1,missing__gsm_neighbor_cell_transition_count,0.1144692887331447,unconstrained,204.33597178569437
1,1,missing__unique_gsm_neighbor_cell_count,0.1144692887331447,unconstrained,204.33597178569437
1,1,missing__unique_gsm_neighbor_lac_count,0.11446928873314481,unconstrained,204.33597178569437
1,1,missing__keyboard_deletion_event_count,-0.14657451953390294,unconstrained,204.33597178569437
1,1,missing__keyboard_inter_event_interval_iqr_ms,-0.14657451953390313,unconstrained,204.33597178569437
1,1,missing__keyboard_long_pause_count_2s,-0.146574519533903,unconstrained,204.33597178569437
1,1,missing__keyboard_median_inter_event_interval_ms,-0.14657451953390296,unconstrained,204.33597178569437
1,1,missing__keyboard_median_word_completion_time_ms,0.079595424147162,unconstrained,204.33597178569437
1,1,missing__keyboard_typing_burst_count,-0.14657451953390313,unconstrained,204.33597178569437
1,1,missing__message_distinct_event_count,0.07354674182873483,unconstrained,204.33597178569437
1,1,missing__activity_active_hour_count,0.1140944427956805,unconstrained,204.33597178569437
1,1,missing__activity_state_diversity,0.1140944427956805,unconstrained,204.33597178569437
1,1,missing__activity_still_fraction,0.11409444279568051,unconstrained,204.33597178569437
1,1,missing__activity_transition_count,0.11409444279568048,unconstrained,204.33597178569437
1,1,missing__activity_unknown_fraction,0.11409444279568039,unconstrained,204.33597178569437
1,1,missing__median_unlocked_session_duration_seconds,0.11409444279568046,unconstrained,204.33597178569437
1,1,missing__screen_active_hour_count,0.16635150371645316,unconstrained,204.33597178569437
1,1,missing__screen_event_count,0.16635150371645296,unconstrained,204.33597178569437
1,1,missing__screen_off_event_count,0.16635150371645283,unconstrained,204.33597178569437
1,1,missing__screen_on_event_count,0.16635150371645294,unconstrained,204.33597178569437
1,1,missing__screen_transition_count,0.16635150371645294,unconstrained,204.33597178569437
1,1,missing__screen_unlock_event_count,0.16635150371645302,unconstrained,204.33597178569437
1,1,missing__telephony_event_count,0.11409444279568047,unconstrained,204.33597178569437
1,1,missing__telephony_mobile_data_enabled_fraction,0.1140944427956806,unconstrained,204.33597178569437
1,1,missing__telephony_network_type_diversity,0.11409444279568044,unconstrained,204.33597178569437
1,1,missing__touch_active_hour_count,-0.10157945956158614,unconstrained,204.33597178569437
1,1,missing__touch_app_diversity,-0.10157945956158625,unconstrained,204.33597178569437
1,1,missing__touch_click_event_count,-0.10157945956158615,unconstrained,204.33597178569437
1,1,missing__touch_distinct_event_count,-0.10157945956158627,unconstrained,204.33597178569437
1,1,missing__touch_scroll_direction_change_count,0.09240983572898248,unconstrained,204.33597178569437
1,1,missing__touch_scroll_event_count,-0.10157945956158627,unconstrained,204.33597178569437
1,1,missing__touch_scroll_index_change_median,0.0924098357289825,unconstrained,204.33597178569437
1,1,missing__touch_unique_app_count,-0.10157945956158616,unconstrained,204.33597178569437
1,2,app_foreground_event_count,0.0064177978176057264,>= 0,10000.0
1,2,app_use_diversity,0.012275014672778117,>= 0,10000.0
1,2,unique_foreground_apps,0.0078109770843678055,>= 0,10000.0
1,2,gsm_cell_transition_count,1.0312110045991298e-43,>= 0,10000.0
1,2,unique_gsm_cell_count,0.0017138605969924793,>= 0,10000.0
1,2,unique_gsm_lac_count,-3.4564302246906935e-05,<= 0,10000.0
1,2,gsm_neighbor_cell_transition_count,-5.9452157680003616e-24,<= 0,10000.0
1,2,unique_gsm_neighbor_cell_count,-0.0012109673866537544,<= 0,10000.0
1,2,unique_gsm_neighbor_lac_count,-0.004158496903012324,<= 0,10000.0
1,2,keyboard_deletion_event_count,0.0030681369520352097,>= 0,10000.0
1,2,keyboard_inter_event_interval_iqr_ms,-0.0032532406951571676,<= 0,10000.0
1,2,keyboard_long_pause_count_2s,0.0029359257640467692,>= 0,10000.0
1,2,keyboard_median_inter_event_interval_ms,-0.0037245992129817883,<= 0,10000.0
1,2,keyboard_median_word_completion_time_ms,-2.661319274048765e-34,<= 0,10000.0
1,2,keyboard_typing_burst_count,-3.611282674795528e-29,<= 0,10000.0
1,2,message_distinct_event_count,1.1585098635894622e-47,>= 0,10000.0
1,2,activity_active_hour_count,0.0013441860281523516,>= 0,10000.0
1,2,activity_state_diversity,-1.086606090611542e-39,<= 0,10000.0
1,2,activity_still_fraction,-0.006969053225810046,<= 0,10000.0
1,2,activity_transition_count,0.0036627994512635257,>= 0,10000.0
1,2,activity_unknown_fraction,-7.199252235776337e-34,<= 0,10000.0
1,2,median_unlocked_session_duration_seconds,-3.1166911407328036e-33,<= 0,10000.0
1,2,night_screen_event_count,-0.0034961008743817474,<= 0,10000.0
1,2,screen_active_hour_count,-0.005834987193047136,<= 0,10000.0
1,2,screen_event_count,0.003052567982706163,>= 0,10000.0
1,2,screen_off_event_count,-2.1031756990548978e-29,<= 0,10000.0
1,2,screen_on_event_count,0.002240911961907448,>= 0,10000.0
1,2,screen_transition_count,-1.3340733949781244e-14,<= 0,10000.0
1,2,screen_unlock_event_count,0.0026259502797404146,>= 0,10000.0
1,2,telephony_event_count,1.1683713692040068e-22,>= 0,10000.0
1,2,telephony_mobile_data_enabled_fraction,-0.009033104620299867,<= 0,10000.0
1,2,telephony_network_type_diversity,-0.00039063105355565823,<= 0,10000.0
1,2,touch_active_hour_count,-1.2357571460487329e-20,<= 0,10000.0
1,2,touch_app_diversity,-0.0030830527377808323,<= 0,10000.0
1,2,touch_click_event_count,-1.4714693846805686e-32,<= 0,10000.0
1,2,touch_distinct_event_count,0.0036876216265292003,>= 0,10000.0
1,2,touch_scroll_direction_change_count,0.0021209618641857136,>= 0,10000.0
1,2,touch_scroll_event_count,-3.9442721141442225e-30,<= 0,10000.0
1,2,touch_scroll_index_change_median,-1.5907444097902793e-31,<= 0,10000.0
1,2,touch_unique_app_count,0.00418708527291384,>= 0,10000.0
1,2,missing__app_foreground_event_count,0.000603718467527745,unconstrained,10000.0
1,2,missing__app_use_diversity,0.0006037184675277396,unconstrained,10000.0
1,2,missing__unique_foreground_apps,0.0006037184675277594,unconstrained,10000.0
1,2,missing__gsm_cell_transition_count,0.007190320930313433,unconstrained,10000.0
1,2,missing__unique_gsm_cell_count,0.007190320930313435,unconstrained,10000.0
1,2,missing__unique_gsm_lac_count,0.007190320930313426,unconstrained,10000.0
1,2,missing__gsm_neighbor_cell_transition_count,0.0036034450063998852,unconstrained,10000.0
1,2,missing__unique_gsm_neighbor_cell_count,0.003603445006399885,unconstrained,10000.0
1,2,missing__unique_gsm_neighbor_lac_count,0.0036034450063998805,unconstrained,10000.0
1,2,missing__keyboard_deletion_event_count,-0.009566746594948739,unconstrained,10000.0
1,2,missing__keyboard_inter_event_interval_iqr_ms,-0.009566746594948739,unconstrained,10000.0
1,2,missing__keyboard_long_pause_count_2s,-0.00956674659494874,unconstrained,10000.0
1,2,missing__keyboard_median_inter_event_interval_ms,-0.009566746594948735,unconstrained,10000.0
1,2,missing__keyboard_median_word_completion_time_ms,-0.00660542095394415,unconstrained,10000.0
1,2,missing__keyboard_typing_burst_count,-0.009566746594948747,unconstrained,10000.0
1,2,missing__message_distinct_event_count,0.011548043095208306,unconstrained,10000.0
1,2,missing__activity_active_hour_count,0.007190320930313432,unconstrained,10000.0
1,2,missing__activity_state_diversity,0.007190320930313435,unconstrained,10000.0
1,2,missing__activity_still_fraction,0.007190320930313444,unconstrained,10000.0
1,2,missing__activity_transition_count,0.007190320930313427,unconstrained,10000.0
1,2,missing__activity_unknown_fraction,0.007190320930313432,unconstrained,10000.0
1,2,missing__median_unlocked_session_duration_seconds,0.006400377125612915,unconstrained,10000.0
1,2,missing__night_screen_event_count,0.00826739700664788,unconstrained,10000.0
1,2,missing__screen_active_hour_count,0.008267397006647883,unconstrained,10000.0
1,2,missing__screen_event_count,0.008267397006647876,unconstrained,10000.0
1,2,missing__screen_off_event_count,0.008267397006647874,unconstrained,10000.0
1,2,missing__screen_on_event_count,0.008267397006647878,unconstrained,10000.0
1,2,missing__screen_transition_count,0.008267397006647874,unconstrained,10000.0
1,2,missing__screen_unlock_event_count,0.008267397006647881,unconstrained,10000.0
1,2,missing__telephony_event_count,0.007190320930313429,unconstrained,10000.0
1,2,missing__telephony_mobile_data_enabled_fraction,0.007190320930313422,unconstrained,10000.0
1,2,missing__telephony_network_type_diversity,0.007190320930313429,unconstrained,10000.0
1,2,missing__touch_active_hour_count,-0.0037342540243091886,unconstrained,10000.0
1,2,missing__touch_app_diversity,-0.0037342540243091873,unconstrained,10000.0
1,2,missing__touch_click_event_count,-0.003734254024309189,unconstrained,10000.0
1,2,missing__touch_distinct_event_count,-0.003734254024309192,unconstrained,10000.0
1,2,missing__touch_scroll_direction_change_count,-0.0013090984573809203,unconstrained,10000.0
1,2,missing__touch_scroll_event_count,-0.0037342540243091873,unconstrained,10000.0
1,2,missing__touch_scroll_index_change_median,-0.0013090984573809255,unconstrained,10000.0
1,2,missing__touch_unique_app_count,-0.003734254024309188,unconstrained,10000.0
1,3,app_foreground_event_count,0.06888106809477522,>= 0,1082.636733874054
1,3,app_use_diversity,0.13712235315394963,>= 0,1082.636733874054
1,3,unique_foreground_apps,0.0679761897836011,>= 0,1082.636733874054
1,3,gsm_cell_transition_count,2.8870229308069097e-31,>= 0,1082.636733874054
1,3,unique_gsm_cell_count,0.003347164365453446,>= 0,1082.636733874054
1,3,unique_gsm_lac_count,1.7465718523238574e-32,>= 0,1082.636733874054
1,3,gsm_neighbor_cell_transition_count,-8.456794590526088e-52,<= 0,1082.636733874054
1,3,unique_gsm_neighbor_cell_count,-0.10949513879342192,<= 0,1082.636733874054
1,3,unique_gsm_neighbor_lac_count,1.831741113126014e-39,>= 0,1082.636733874054
1,3,keyboard_deletion_event_count,0.09071905022574946,>= 0,1082.636733874054
1,3,keyboard_inter_event_interval_iqr_ms,-0.030009157608952005,<= 0,1082.636733874054
1,3,keyboard_long_pause_count_2s,0.08624077953246294,>= 0,1082.636733874054
1,3,keyboard_median_inter_event_interval_ms,-0.023993222490957755,<= 0,1082.636733874054
1,3,keyboard_median_word_completion_time_ms,-5.213225888992848e-28,<= 0,1082.636733874054
1,3,keyboard_typing_burst_count,-1.3782033448382299e-36,<= 0,1082.636733874054
1,3,message_distinct_event_count,-0.05407780260757706,<= 0,1082.636733874054
1,3,activity_active_hour_count,1.272086431369747e-10,>= 0,1082.636733874054
1,3,activity_state_diversity,-0.031200054935133305,<= 0,1082.636733874054
1,3,activity_still_fraction,0.01922406110063507,>= 0,1082.636733874054
1,3,activity_transition_count,-0.00984783002159214,<= 0,1082.636733874054
