_id,timestamp,local_datetime,device_id,package_name,application_name,is_system_app
6479,1736395201816.0,2025-01-09 06:00:01+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.deskclock,u05E9u05E2u05D5u05DF,1
134571,1736395201816.0,2025-01-09 06:00:01+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.deskclock,u05E9u05E2u05D5u05DF,1
6480,1736395201878.0,2025-01-09 06:00:01+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,android,u05DEu05E2u05E8u05DBu05EA,1
134572,1736395201878.0,2025-01-09 06:00:01+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,android,u05DEu05E2u05E8u05DBu05EA,1
6481,1736395215994.0,2025-01-09 06:00:15+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.deskclock,u05E9u05E2u05D5u05DF,1
134573,1736395215994.0,2025-01-09 06:00:15+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.deskclock,u05E9u05E2u05D5u05DF,1
6482,1736395218219.0,2025-01-09 06:00:18+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.systemui,u05DEu05DEu05E9u05E7 u05DEu05E9u05EAu05DEu05E9 u05E9u05DC u05D4u05DEu05E2u05E8u05DBu05EA,1
134574,1736395218219.0,2025-01-09 06:00:18+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.systemui,u05DEu05DEu05E9u05E7 u05DEu05E9u05EAu05DEu05E9 u05E9u05DC u05D4u05DEu05E2u05E8u05DBu05EA,1
6538,1736398654540.0,2025-01-09 06:57:34+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.calendar,u05DCu05D5u05D7 u05E9u05E0u05D4,1
134575,1736398654540.0,2025-01-09 06:57:34+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.calendar,u05DCu05D5u05D7 u05E9u05E0u05D4,1
6539,1736398656608.0,2025-01-09 06:57:36+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.huawei.android.launcher,Huawei Home,1
134576,1736398656608.0,2025-01-09 06:57:36+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.huawei.android.launcher,Huawei Home,1
6540,1736398657124.0,2025-01-09 06:57:37+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.huawei.intelligent,u200FAssistantu2219TODAY,1
134577,1736398657124.0,2025-01-09 06:57:37+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.huawei.intelligent,u200FAssistantu2219TODAY,1
6541,1736398657619.0,2025-01-09 06:57:37+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.whatsapp,WhatsApp,0
134578,1736398657619.0,2025-01-09 06:57:37+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.whatsapp,WhatsApp,0
6542,1736398664222.0,2025-01-09 06:57:44+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.touchtype.swiftkey,u05DEu05E7u05DCu05D3u05EA Microsoft SwiftKey,1
134579,1736398664222.0,2025-01-09 06:57:44+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.touchtype.swiftkey,u05DEu05E7u05DCu05D3u05EA Microsoft SwiftKey,1
6543,1736398692772.0,2025-01-09 06:58:12+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.whatsapp,WhatsApp,0
134580,1736398692772.0,2025-01-09 06:58:12+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.whatsapp,WhatsApp,0
6544,1736398692976.0,2025-01-09 06:58:12+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.huawei.android.launcher,Huawei Home,1
134581,1736398692976.0,2025-01-09 06:58:12+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.huawei.android.launcher,Huawei Home,1
6545,1736398694642.0,2025-01-09 06:58:14+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.systemui,u05DEu05DEu05E9u05E7 u05DEu05E9u05EAu05DEu05E9 u05E9u05DC u05D4u05DEu05E2u05E8u05DBu05EA,1
134582,1736398694642.0,2025-01-09 06:58:14+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.systemui,u05DEu05DEu05E9u05E7 u05DEu05E9u05EAu05DEu05E9 u05E9u05DC u05D4u05DEu05E2u05E8u05DBu05EA,1
6546,1736398834956.0,2025-01-09 07:00:34+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.huawei.android.launcher,Huawei Home,1
134583,1736398834956.0,2025-01-09 07:00:34+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.huawei.android.launcher,Huawei Home,1
6547,1736398835227.0,2025-01-09 07:00:35+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,android,u05DEu05E2u05E8u05DBu05EA,1
134584,1736398835227.0,2025-01-09 07:00:35+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,android,u05DEu05E2u05E8u05DBu05EA,1
6548,1736398845721.0,2025-01-09 07:00:45+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.google.android.contacts,u05D0u05E0u05E9u05D9 u05E7u05E9u05E8,0
134585,1736398845721.0,2025-01-09 07:00:45+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.google.android.contacts,u05D0u05E0u05E9u05D9 u05E7u05E9u05E8,0
6549,1736398847658.0,2025-01-09 07:00:47+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.touchtype.swiftkey,u05DEu05E7u05DCu05D3u05EA Microsoft SwiftKey,1
134586,1736398847658.0,2025-01-09 07:00:47+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.touchtype.swiftkey,u05DEu05E7u05DCu05D3u05EA Microsoft SwiftKey,1
6550,1736398848942.0,2025-01-09 07:00:48+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.google.android.contacts,u05D0u05E0u05E9u05D9 u05E7u05E9u05E8,0
134587,1736398848942.0,2025-01-09 07:00:48+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.google.android.contacts,u05D0u05E0u05E9u05D9 u05E7u05E9u05E8,0
6551,1736398858835.0,2025-01-09 07:00:58+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.incallui,u05D8u05DCu05E4u05D5u05DF,1
134588,1736398858835.0,2025-01-09 07:00:58+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.incallui,u05D8u05DCu05E4u05D5u05DF,1
6552,1736398859076.0,2025-01-09 07:00:59+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.google.android.contacts,u05D0u05E0u05E9u05D9 u05E7u05E9u05E8,0
134589,1736398859076.0,2025-01-09 07:00:59+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.google.android.contacts,u05D0u05E0u05E9u05D9 u05E7u05E9u05E8,0
6553,1736399025783.0,2025-01-09 07:03:45+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.huawei.aod,u05EAu05DEu05D9u05D3 u05D1u05EAu05E6u05D5u05D2u05D4,1
134590,1736399025783.0,2025-01-09 07:03:45+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.huawei.aod,u05EAu05DEu05D9u05D3 u05D1u05EAu05E6u05D5u05D2u05D4,1
6554,1736399026207.0,2025-01-09 07:03:46+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.systemui,u05DEu05DEu05E9u05E7 u05DEu05E9u05EAu05DEu05E9 u05E9u05DC u05D4u05DEu05E2u05E8u05DBu05EA,1
134591,1736399026207.0,2025-01-09 07:03:46+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.systemui,u05DEu05DEu05E9u05E7 u05DEu05E9u05EAu05DEu05E9 u05E9u05DC u05D4u05DEu05E2u05E8u05DBu05EA,1
6607,1736402012590.0,2025-01-09 07:53:32+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.google.android.googlequicksearchbox,u200FGoogleu200F,1
134592,1736402012590.0,2025-01-09 07:53:32+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.google.android.googlequicksearchbox,u200FGoogleu200F,1
6608,1736402013009.0,2025-01-09 07:53:33+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.xiaomi.hm.health,Zepp Life,0
134593,1736402013009.0,2025-01-09 07:53:33+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.xiaomi.hm.health,Zepp Life,0
6609,1736402013251.0,2025-01-09 07:53:33+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,android,u05DEu05E2u05E8u05DBu05EA,1
134594,1736402013251.0,2025-01-09 07:53:33+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,android,u05DEu05E2u05E8u05DBu05EA,1
6610,1736402013983.0,2025-01-09 07:53:33+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.xiaomi.hm.health,Zepp Life,0
134595,1736402013983.0,2025-01-09 07:53:33+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.xiaomi.hm.health,Zepp Life,0
6611,1736402014724.0,2025-01-09 07:53:34+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.google.android.googlequicksearchbox,u200FGoogleu200F,1
134596,1736402014724.0,2025-01-09 07:53:34+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.google.android.googlequicksearchbox,u200FGoogleu200F,1
6612,1736402015394.0,2025-01-09 07:53:35+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.xiaomi.hm.health,Zepp Life,0
134597,1736402015394.0,2025-01-09 07:53:35+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.xiaomi.hm.health,Zepp Life,0
6613,1736402139290.0,2025-01-09 07:55:39+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.huawei.aod,u05EAu05DEu05D9u05D3 u05D1u05EAu05E6u05D5u05D2u05D4,1
134598,1736402139290.0,2025-01-09 07:55:39+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.huawei.aod,u05EAu05DEu05D9u05D3 u05D1u05EAu05E6u05D5u05D2u05D4,1
6614,1736402139647.0,2025-01-09 07:55:39+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.systemui,u05DEu05DEu05E9u05E7 u05DEu05E9u05EAu05DEu05E9 u05E9u05DC u05D4u05DEu05E2u05E8u05DBu05EA,1
134599,1736402139647.0,2025-01-09 07:55:39+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.systemui,u05DEu05DEu05E9u05E7 u05DEu05E9u05EAu05DEu05E9 u05E9u05DC u05D4u05DEu05E2u05E8u05DBu05EA,1
6615,1736402879529.0,2025-01-09 08:07:59+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,android,u05DEu05E2u05E8u05DBu05EA,1
134600,1736402879529.0,2025-01-09 08:07:59+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,android,u05DEu05E2u05E8u05DBu05EA,1
6616,1736402880731.0,2025-01-09 08:08:00+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.google.android.contacts,u05D0u05E0u05E9u05D9 u05E7u05E9u05E8,0
134601,1736402880731.0,2025-01-09 08:08:00+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.google.android.contacts,u05D0u05E0u05E9u05D9 u05E7u05E9u05E8,0
6617,1736402881583.0,2025-01-09 08:08:01+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.huawei.android.launcher,Huawei Home,1
134602,1736402881583.0,2025-01-09 08:08:01+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.huawei.android.launcher,Huawei Home,1
6618,1736402881785.0,2025-01-09 08:08:01+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.google.android.contacts,u05D0u05E0u05E9u05D9 u05E7u05E9u05E8,0
134603,1736402881785.0,2025-01-09 08:08:01+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.google.android.contacts,u05D0u05E0u05E9u05D9 u05E7u05E9u05E8,0
6619,1736402882367.0,2025-01-09 08:08:02+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.huawei.intelligent,u200FAssistantu2219TODAY,1
134604,1736402882367.0,2025-01-09 08:08:02+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.huawei.intelligent,u200FAssistantu2219TODAY,1
6620,1736402882768.0,2025-01-09 08:08:02+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.contacts,u05D0u05E0u05E9u05D9 u05E7u05E9u05E8,1
134605,1736402882768.0,2025-01-09 08:08:02+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.contacts,u05D0u05E0u05E9u05D9 u05E7u05E9u05E8,1
6621,1736402898641.0,2025-01-09 08:08:18+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.systemui,u05DEu05DEu05E9u05E7 u05DEu05E9u05EAu05DEu05E9 u05E9u05DC u05D4u05DEu05E2u05E8u05DBu05EA,1
134606,1736402898641.0,2025-01-09 08:08:18+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.systemui,u05DEu05DEu05E9u05E7 u05DEu05E9u05EAu05DEu05E9 u05E9u05DC u05D4u05DEu05E2u05E8u05DBu05EA,1
6622,1736403294189.0,2025-01-09 08:14:54+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.incallui,u05D8u05DCu05E4u05D5u05DF,1
134607,1736403294189.0,2025-01-09 08:14:54+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.incallui,u05D8u05DCu05E4u05D5u05DF,1
6623,1736403495715.0,2025-01-09 08:18:15+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.contacts,u05D0u05E0u05E9u05D9 u05E7u05E9u05E8,1
134608,1736403495715.0,2025-01-09 08:18:15+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.contacts,u05D0u05E0u05E9u05D9 u05E7u05E9u05E8,1
6624,1736403501404.0,2025-01-09 08:18:21+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.huawei.android.launcher,Huawei Home,1
134609,1736403501404.0,2025-01-09 08:18:21+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.huawei.android.launcher,Huawei Home,1
6625,1736404674330.0,2025-01-09 08:37:54+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.systemui,u05DEu05DEu05E9u05E7 u05DEu05E9u05EAu05DEu05E9 u05E9u05DC u05D4u05DEu05E2u05E8u05DBu05EA,1
134610,1736404674330.0,2025-01-09 08:37:54+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.systemui,u05DEu05DEu05E9u05E7 u05DEu05E9u05EAu05DEu05E9 u05E9u05DC u05D4u05DEu05E2u05E8u05DBu05EA,1
6626,1736404674704.0,2025-01-09 08:37:54+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,android,u05DEu05E2u05E8u05DBu05EA,1
134611,1736404674704.0,2025-01-09 08:37:54+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,android,u05DEu05E2u05E8u05DBu05EA,1
6627,1736404675443.0,2025-01-09 08:37:55+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.huawei.android.launcher,Huawei Home,1
134612,1736404675443.0,2025-01-09 08:37:55+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.huawei.android.launcher,Huawei Home,1
6628,1736404676221.0,2025-01-09 08:37:56+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.huawei.intelligent,u200FAssistantu2219TODAY,1
134613,1736404676221.0,2025-01-09 08:37:56+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.huawei.intelligent,u200FAssistantu2219TODAY,1
6629,1736404676525.0,2025-01-09 08:37:56+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.whatsapp,WhatsApp,0
134614,1736404676525.0,2025-01-09 08:37:56+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.whatsapp,WhatsApp,0
6630,1736404680859.0,2025-01-09 08:38:00+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.touchtype.swiftkey,u05DEu05E7u05DCu05D3u05EA Microsoft SwiftKey,1
134615,1736404680859.0,2025-01-09 08:38:00+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.touchtype.swiftkey,u05DEu05E7u05DCu05D3u05EA Microsoft SwiftKey,1
6631,1736404788580.0,2025-01-09 08:39:48+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.whatsapp,WhatsApp,0
134616,1736404788580.0,2025-01-09 08:39:48+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.whatsapp,WhatsApp,0
6632,1736404791157.0,2025-01-09 08:39:51+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.touchtype.swiftkey,u05DEu05E7u05DCu05D3u05EA Microsoft SwiftKey,1
134617,1736404791157.0,2025-01-09 08:39:51+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.touchtype.swiftkey,u05DEu05E7u05DCu05D3u05EA Microsoft SwiftKey,1
6633,1736404872878.0,2025-01-09 08:41:12+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.whatsapp,WhatsApp,0
134618,1736404872878.0,2025-01-09 08:41:12+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.whatsapp,WhatsApp,0
6634,1736404961876.0,2025-01-09 08:42:41+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.systemui,u05DEu05DEu05E9u05E7 u05DEu05E9u05EAu05DEu05E9 u05E9u05DC u05D4u05DEu05E2u05E8u05DBu05EA,1
134619,1736404961876.0,2025-01-09 08:42:41+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.systemui,u05DEu05DEu05E9u05E7 u05DEu05E9u05EAu05DEu05E9 u05E9u05DC u05D4u05DEu05E2u05E8u05DBu05EA,1
6635,1736404967480.0,2025-01-09 08:42:47+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.incallui,u05D8u05DCu05E4u05D5u05DF,1
134620,1736404967480.0,2025-01-09 08:42:47+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.incallui,u05D8u05DCu05E4u05D5u05DF,1
6636,1736405165423.0,2025-01-09 08:46:05+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.huawei.aod,u05EAu05DEu05D9u05D3 u05D1u05EAu05E6u05D5u05D2u05D4,1
134621,1736405165423.0,2025-01-09 08:46:05+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.huawei.aod,u05EAu05DEu05D9u05D3 u05D1u05EAu05E6u05D5u05D2u05D4,1
6637,1736405165769.0,2025-01-09 08:46:05+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.systemui,u05DEu05DEu05E9u05E7 u05DEu05E9u05EAu05DEu05E9 u05E9u05DC u05D4u05DEu05E2u05E8u05DBu05EA,1
134622,1736405165769.0,2025-01-09 08:46:05+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.android.systemui,u05DEu05DEu05E9u05E7 u05DEu05E9u05EAu05DEu05E9 u05E9u05DC u05D4u05DEu05E2u05E8u05DBu05EA,1
6638,1736405748249.0,2025-01-09 08:55:48+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.whatsapp,WhatsApp,0
134623,1736405748249.0,2025-01-09 08:55:48+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,com.whatsapp,WhatsApp,0
6639,1736405748403.0,2025-01-09 08:55:48+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,android,u05DEu05E2u05E8u05DBu05EA,1
134624,1736405748403.0,2025-01-09 08:55:48+0200,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,android,u05DEu05E2u05E8u05DBu05EA,1
