Subject_ID_D,device_id,local_hour,valid_chunks,valid_minutes,mean_dynamic_magnitude,median_dynamic_magnitude,very_low_lt_0_3hz_candidate_minutes,very_low_lt_0_3hz_mean_power_ratio,handling_0_3_1hz_candidate_minutes,handling_0_3_1hz_mean_power_ratio,walking_like_1_3hz_candidate_minutes,walking_like_1_3hz_mean_power_ratio,vigorous_2_5_4hz_candidate_minutes,vigorous_2_5_4hz_mean_power_ratio,shaking_like_3_8hz_candidate_minutes,shaking_like_3_8hz_mean_power_ratio,high_freq_8_12hz_candidate_minutes,high_freq_8_12hz_mean_power_ratio
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,0,12,60.0,0.010069157101886684,0.006348971660105729,0.0,0.48180140167585755,0.0,0.26871879811380367,0.0,0.2852490622853546,0.0,0.04482658992191082,0.0,0.01692099077749208,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1,12,60.0,0.00858062869126812,0.006115092840933034,0.0,0.47070557115575035,0.0,0.2632312921541649,0.0,0.2889760129200957,0.0,0.04310897559356166,0.0,0.01681837633550751,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,2,12,60.0,0.009754634198464816,0.006456397880544973,0.0,0.4412818211979339,0.0,0.28496357227402896,0.0,0.31512381924164096,0.0,0.048855292661644234,0.0,0.01854269694889974,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3,12,60.0,0.008812027693224487,0.006225730646411076,0.0,0.3907184984850134,0.0,0.30697683417482163,0.0,0.32108721346719615,0.0,0.04960214666887639,0.0,0.019640945130441265,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,4,12,60.0,0.008159516234682133,0.005763520732424254,0.0,0.3434153019532333,0.0,0.3125067649139454,0.0,0.3396927119822526,0.0,0.053922070286383024,0.0,0.020377915283185822,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,5,12,60.0,0.011911016484483478,0.006028008442644506,0.0,0.4085846644551663,0.0,0.27715997892638056,0.0,0.3338310611240674,0.0,0.052127579559372396,0.0,0.01952369357589397,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,6,12,60.0,0.16199620668296155,0.01073546842670181,5.0,0.4869950813719032,0.0,0.26072869901147855,0.0,0.2956014092813936,0.0,0.050016440597221344,0.0,0.020503197462743292,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,7,12,60.0,0.30074232361299164,0.025302021653296425,5.0,0.27689688607701723,5.0,0.30283805207130227,20.0,0.3955096192879233,0.0,0.06539452116593197,0.0,0.034546125432389004,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,8,11,55.0,0.14534141934194275,0.020586942985928225,5.0,0.4663743825773121,0.0,0.2763599867976722,5.0,0.3331658523377979,0.0,0.05506662934174305,0.0,0.021824027954522214,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,9,12,60.0,0.04889788062226593,0.012231762282829184,5.0,0.3051177494711262,0.0,0.33726967339846886,0.0,0.33818602573954665,0.0,0.05059578700077977,0.0,0.021918099570693277,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,10,12,60.0,0.45034734611365806,0.19130346579813873,45.0,0.46956127564894407,0.0,0.2542011111866515,5.0,0.2772708901102855,0.0,0.05592053342324343,0.0,0.041160568198408194,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,11,12,60.0,0.14577816813221722,0.06563568797866015,10.0,0.40125035106882784,0.0,0.28979987818070546,0.0,0.2890916564520127,0.0,0.056639689638909675,0.0,0.034275663660533334,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,12,12,60.0,0.38446276113299,0.18486396066007504,40.0,0.42899082864198174,0.0,0.2664152671634758,10.0,0.32567380021902054,0.0,0.06007174611735654,0.0,0.03715556549099696,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,13,12,60.0,0.17599167915109334,0.007492027348559027,10.0,0.33779190960791294,0.0,0.3051595380727003,10.0,0.3608335570091512,0.0,0.0609995557550957,0.0,0.026278910709772837,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,14,12,60.0,0.10005144909790893,0.0224023127423445,5.0,0.3602668545338134,0.0,0.32160857908324614,0.0,0.30358988827531014,0.0,0.049518626304817986,0.0,0.02307323248581802,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,15,12,60.0,0.008539771508591412,0.005937533299621212,0.0,0.4770099910189711,0.0,0.27587207031340993,0.0,0.28738467997296635,0.0,0.044048612636202404,0.0,0.017497906745574787,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,16,12,60.0,0.12744920261091816,0.008464088448797202,15.0,0.3598797101497091,0.0,0.30156229766689463,0.0,0.33560109431732416,0.0,0.05239148490778309,0.0,0.02276982623298278,0.0,
041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,17,12,60.0,0.05073561499489479,0.007198776391707629,5.0,0.42115902052082244,0.0,0.2717719623913201,0.0,0.31005404791813196,0.0,0.055780147479776526,0.0,0.023633558286760906,0.0,
